id,title,description,genres,genre_category,rating,url
dead_mail,Dead Mail,"On a desolate, Midwestern county road, a bound man crawls towards a remote postal box, managing to slide a blood-stained plea-for-help message into the slot before a panicking figure closes in behind him. The note makes its way to the county post office and onto the desk of Jasper, a seasoned and skilled ""dead letter"" investigator, responsible for investigating lost mail and returning it to its sender. As he investigates further, Jasper meets Trent, a strange yet unassuming man who has taken up residence at the men's home where Jasper lives. When Trent unexpectedly shows up at Jasper's office, it becomes clear he has a vested interest in the note, and will stop at nothing to retrieve it....",Horror/|Mystery & Thriller/|Crime,HORROR,2024,https://www.rottentomatoes.com/m/dead_mail
the_damned_2024_2,The Damned,"Eva (Odessa Young), a 19th-century widow is tasked with making an impossible choice when, in the middle of an especially cruel winter, a ship sinks off the coast of her isolated fishing post. Eva and her crew must choose to either rescue the shipwrecked or survive the winter with their last remaining food. Facing the consequences of their choice and tormented by their guilt, the inhabitants wrestle with a mounting sense of dread and begin to believe they are all being punished for their choices.",Horror,HORROR,R,https://www.rottentomatoes.com/m/the_damned_2024_2
m3gan,M3GAN,"M3GAN is a marvel of artificial intelligence, a life-like doll programmed to be a child's greatest companion and a parent's greatest ally. Designed by brilliant toy-company roboticist Gemma (Get Out's Allison Williams), M3GAN can listen and watch and learn as she becomes friend and teacher, playmate and protector, for the child she is bonded to. When Gemma suddenly becomes the caretaker of her orphaned 8-year-old niece, Cady (Violet McGraw, The Haunting of Hill House), Gemma's unsure and unprepared to be a parent. Under intense pressure at work, Gemma decides to pair her M3GAN prototype with Cady in an attempt to resolve both problems--a decision that will have unimaginable consequences.",Horror/|Mystery & Thriller/|Sci-Fi,HORROR,PG-13,https://www.rottentomatoes.com/m/m3gan
talk_to_me_2023,Talk to Me,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/talk_to_me_2023
night_of_the_zoopocalypse,Night of the Zoopocalypse,"After a meteor unleashes a virus that turns zoo animals into zombies, a mountain lion (David Harbour) and wolf (Gabbi Kosmidis) lead a team of surviving animals to stop the virus and rescue their zoo.",Comedy/|Fantasy/|Animation/|Horror/|Kids & Family,HORROR,PG,https://www.rottentomatoes.com/m/night_of_the_zoopocalypse
late_night_with_the_devil,Late Night with the Devil,"Johnny Carson rival Jack Delroy hosts a syndicated talk show 'Night Owls' that has long been a trusted companion to insomniacs around the country. However, ratings for the show have plummeted since the tragic death of Jack's beloved wife. Desperate to turn his fortunes around, on October 31st, 1977, Jack plans a Halloween special like no other--unaware he is about to unleash evil into the living rooms of America.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/late_night_with_the_devil
frewaka,Fréwaka,"Haunted by a personal tragedy, home care worker, Shoo, is sent to a remote village to care for an agoraphobic woman who fears the neighbors as much as she fears the Na Sídhe -- sinister entities who she believes abducted her decades before. As the two develop a strangely deep connection, Shoo is consumed by the old woman's paranoia, rituals, and superstitions, eventually confronting the horrors from her own past.",Horror,HORROR,2024,https://www.rottentomatoes.com/m/frewaka
longlegs,Longlegs,"In pursuit of a serial killer, an FBI agent uncovers a series of occult clues that she must solve to end his terrifying killing spree.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/longlegs
heart_eyes,Heart Eyes,"For the past several years, the ""Heart Eyes Killer"" has wreaked havoc on Valentine's Day by stalking and murdering romantic couples. This Valentine's Day, no couple is safe....",Holiday/|Horror/|Romance/|Comedy,HORROR,R,https://www.rottentomatoes.com/m/heart_eyes
y2k_2024,Y2K,"On the last night of 1999, two high school juniors crash a New Years Eve party, only to find themselves fighting for their lives in this dial-up disaster comedy.",Holiday/|Sci-Fi/|Comedy/|Horror,HORROR,R,https://www.rottentomatoes.com/m/y2k_2024
alien_romulus,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",Sci-Fi/|Horror,HORROR,R,https://www.rottentomatoes.com/m/alien_romulus
in_a_violent_nature,In a Violent Nature,"When a locket is removed from a collapsed fire tower in the woods that entombs the rotting corpse of Johnny, a vengeful spirit spurred on by a horrific 60-year old crime, his body is resurrected and becomes hellbent on retrieving it. The undead golem hones in on the group of vacationing teens responsible for the theft and proceeds to methodically slaughter them one by one in his mission to get it back -- along with anyone in his way.",Horror/|Mystery & Thriller,HORROR,"Released May 31 2024,",https://www.rottentomatoes.com/m/in_a_violent_nature
blink_twice,Blink Twice,"When tech billionaire Slater King (Channing Tatum) meets cocktail waitress Frida (Naomi Ackie) at his fundraising gala, sparks fly. He invites her to join him and his friends on a dream vacation on his private island. It's paradise. Wild nights blend into sun soaked days and everyone's having a great time. No one wants this trip to end, but as strange things start to happen, Frida begins to question her reality. There is something wrong with this place. She'll have to uncover the truth if she wants to make it out of this party alive.",Mystery & Thriller/|Horror,HORROR,R,https://www.rottentomatoes.com/m/blink_twice
strange_darling,Strange Darling,"In Strange Darling, nothing is what it seems when a twisted one-night stand spirals into a serial killer's vicious murder spree.",Mystery & Thriller/|Horror,HORROR,R,https://www.rottentomatoes.com/m/strange_darling
smile_2,Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley (Naomi Scott) begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/smile_2
new_life_2023,New Life,"Jess is a woman on the run, desperate to cross the Canadian border to escape her past. On her tail is Elsa, a resourceful agent, whose recent life-altering diagnosis leaves her one step behind. As their chase narrows to the mountains of the Pacific Northwest, holes in Elsa's investigation begin to fill with fresh bodies. Soon the pursuit spirals toward its harrowing confrontation between the two women, in search of meaning and redemption, on the razor's edge of catastrophe.",Horror/|Mystery & Thriller,HORROR,"Released May 3 2024,",https://www.rottentomatoes.com/m/new_life_2023
the_rule_of_jenny_pen,The Rule of Jenny Pen,"Arrogant Judge Stefan Mortensen suffers a near-fatal stroke, leaving him partially paralyzed and confined to a retirement home. Resistant to the staff and distant from his friendly roommate, Mortensen soon clashes with seemingly gentle resident Dave Crealy who secretly terrorizes the home with a sadistic game called ""The Rule of Jenny Pen"" while wielding his dementia doll as an instrument of cruelty. What begins as childish torment quickly escalates into far more sinister and disturbing incidents. When Mortensen's pleas to the staff go unanswered, he takes it upon himself to put an end to Crealy's reign of terror.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/the_rule_of_jenny_pen
azrael,Azrael,"In a world in which no one speaks, a mysterious, devout community hunts down a young woman named Azrael (Samara Weaving) who has escaped their imprisonment. Recaptured by its ruthless leaders, she is to be sacrificed to pacify an evil which resides deep within the surrounding wilderness -- but Azrael will stop at nothing to ensure her own freedom and survival. From the seeds of this gritty, relentless parable of sacrifice and salvation, comes an immersive, real-time, action horror tale from the visionary minds of Simon Barrett and E.L. Katz.",Action/|Horror/|Fantasy/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/azrael
28_days_later,28 Days Later,"A group of misguided animal rights activists free a caged chimp infected with the ""Rage"" virus from a medical research lab. When London bike courier Jim (Cillian Murphy) wakes up from a coma a month after, he finds his city all but deserted. On the run from the zombie-like victims of the Rage, Jim stumbles upon a group of survivors, including Selena (Naomie Harris) and cab driver Frank (Brendan Gleeson), and joins them on a perilous journey to what he hopes will be safety.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/28_days_later
get_out,Get Out,"Now that Chris and his girlfriend, Rose, have reached the meet-the-parents milestone of dating, she invites him for a weekend getaway with Missy and Dean. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries leads him to a truth that he never could have imagined.",Horror/|Mystery & Thriller/|Comedy,HORROR,R,https://www.rottentomatoes.com/m/get_out
mads,MadS,"Eighteen year old Romain has just graduated and makes a stop at his dealer's place to try a new pill. As he heads off to a party, he sees an injured woman on the side of the road and decides to help her, but when she gets in his car, she suddenly smashes her own head against the dashboard, bleeding out until she dies. Is this a bad trip? Or is it something else? One thing is for sure, it's only the beginning of the night.",Horror/|Mystery & Thriller,HORROR,"Released Oct 18 2024,",https://www.rottentomatoes.com/m/mads
five_nights_at_freddys,Five Nights at Freddy's,"The film follows a troubled security guard as he begins working at Freddy Fazbear's Pizza. While spending his first night on the job, he realizes the night shift at Freddy's won't be so easy to make it through.",Horror/|Mystery & Thriller,HORROR,PG-13,https://www.rottentomatoes.com/m/five_nights_at_freddys
his_house,His House,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.",Horror/|Mystery & Thriller,HORROR,2020,https://www.rottentomatoes.com/m/his_house
i_saw_the_tv_glow,I Saw the TV Glow,"Teenager Owen is just trying to make it through life in the suburbs when his classmate introduces him to a mysterious late-night TV show — a vision of a supernatural world beneath their own. In the pale glow of the television, Owen’s view of reality begins to crack.",Sci-Fi/|Horror/|Drama/|LGBTQ+/|Mystery & Thriller,HORROR,PG-13,https://www.rottentomatoes.com/m/i_saw_the_tv_glow
opus_2025,Opus,"A young writer (Ayo Edebiri) is invited to the remote compound of a legendary pop star (John Malkovich) who mysteriously disappeared thirty years ago. Surrounded by the star's cult of sycophants and intoxicated journalists, she finds herself in the middle of his twisted plan.",Mystery & Thriller/|Horror/|Comedy/|Drama,HORROR,R,https://www.rottentomatoes.com/m/opus_2025
hereditary,Hereditary,"When the matriarch of the Graham family passes away, her daughter and grandchildren begin to unravel cryptic and increasingly terrifying secrets about their ancestry, trying to outrun the sinister fate they have inherited.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/hereditary
x_2022,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/x_2022
nope,Nope,"A man and his sister discover something sinister in the skies above their California horse ranch, while the owner of a nearby theme park tries to profit from the mysterious, otherworldly phenomenon.",Sci-Fi/|Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/nope
the_menu,The Menu,"A couple (Anya Taylor-Joy and Nicholas Hoult) travels to a coastal island to eat at an exclusive restaurant where the chef (Ralph Fiennes) has prepared a lavish menu, with some shocking surprises.",Horror/|Mystery & Thriller/|Comedy,HORROR,R,https://www.rottentomatoes.com/m/the_menu
never_let_go_2024,Never Let Go,"From visionary director Alexandre Aja (The Hills Have Eyes, Crawl) and executive producers of Stranger Things and Arrival comes NEVER LET GO. In this new psychological thriller/horror, as an Evil takes over the world beyond their front doorstep, the only protection for a mother, played by Academy Award® winner Halle Berry (Actress in a Leading Role, 2001 -- Monster's Ball), and her twin sons is their house and their family's protective bond. Needing to stay connected at all times -- even tethering themselves with ropes -- they cling to one another, urging each other to never let go. But when one of the boys questions if the evil is real, the ties that bind them together are severed, triggering a terrifying fight for survival.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/never_let_go_2024
fresh_2022,Fresh,"FRESH follows Noa (Daisy Edgar-Jones), who meets the alluring Steve (Sebastian Stan) at a grocery store and -- given her frustration with dating apps -- takes a chance and gives him her number. After their first date, Noa is smitten and accepts Steve's invitation to a romantic weekend getaway. Only to find that her new paramour has been hiding some unusual appetites.",Horror/|Comedy/|Drama/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/fresh_2022
dont_move_2024,Don't Move,"When a killer injects her with a paralytic agent, a woman must run, fight and hide before her body completely shuts down.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/dont_move_2024
ready_or_not_2019,Ready or Not,"Grace couldn't be happier after she marries the man of her dreams at his family's luxurious estate. There's just one catch -- she must now hide from midnight until dawn while her new in-laws hunt her down with guns, crossbows and other weapons. As Grace desperately tries to survive the night, she soon finds a way to turn the tables on her not-so-lovable relatives.",Horror/|Mystery & Thriller/|Comedy,HORROR,R,https://www.rottentomatoes.com/m/ready_or_not_2019
us_2019,Us,"Accompanied by her husband, son and daughter, Adelaide Wilson returns to the beachfront home where she grew up as a child. Haunted by a traumatic experience from the past, Adelaide grows increasingly concerned that something bad is going to happen. Her worst fears soon become a reality when four masked strangers descend upon the house, forcing the Wilsons into a fight for survival. When the masks come off, the family is horrified to learn that each attacker takes the appearance of one of them.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/us_2019
a_quiet_place_day_one,A Quiet Place: Day One,Experience the day the world went quiet.,Horror/|Sci-Fi/|Mystery & Thriller,HORROR,PG-13,https://www.rottentomatoes.com/m/a_quiet_place_day_one
abigail_2024,Abigail,"After a group of would-be criminals kidnap the 12-year-old ballerina daughter of a powerful underworld figure, all they have to do to collect a $50 million ransom is watch the girl overnight. In an isolated mansion, the captors start to dwindle, one by one, and they discover, to their mounting horror, that they're locked inside with no normal little girl.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/abigail_2024
28_weeks_later,28 Weeks Later,"Six months after the original epidemic, the rage virus has all but annihilated the population of the British Isles. Nevertheless the U.S. Army declares the danger past, and American soldiers arrive to restore order and begin reconstruction. Refugees return to British soil, but one of them carries a deadly secret: The virus is not gone and is even more dangerous than before.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/28_weeks_later
doctor_strange_in_the_multiverse_of_madness,Doctor Strange in the Multiverse of Madness,"In Marvel Studios' ""Doctor Strange in the Multiverse of Madness,"" the MCU unlocks the Multiverse and pushes its boundaries further than ever before. Journey into the unknown with Doctor Strange, who, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",Action/|Adventure/|Fantasy/|Horror,HORROR,PG-13,https://www.rottentomatoes.com/m/doctor_strange_in_the_multiverse_of_madness
cuckoo_2024,Cuckoo,"Reluctantly, 17-year-old Gretchen leaves her American home to live with her father, who has just moved into a resort in the German Alps with his new family. Arriving at their future residence, they are greeted by Mr. König, her father's boss, who takes an inexplicable interest in Gretchen's mute half-sister Alma. Something doesn't seem right in this tranquil vacation paradise. Gretchen is plagued by strange noises and bloody visions until she discovers a shocking secret that also concerns her own family.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/cuckoo_2024
die_alone_2024,Die Alone,"Lost in a world reclaimed by nature and overrun by mysterious creatures, a young man with amnesia teams up with an eccentric survivalist to find his missing girlfriend.",Horror/|Mystery & Thriller,HORROR,"Released Oct 18 2024,",https://www.rottentomatoes.com/m/die_alone_2024
get_away,Get Away,"The Smith family's much-needed vacation to the remote Swedish island of Svalta takes a dark turn when they arrive during preparations for a mysterious local festival that celebrates a dark history. Unsettled by the unfriendly locals and strange rituals, they try to make the best of their trip, stubbornly enjoying the island's isolation and natural beauty. However, as the festival looms closer, the family realizes something far more sinister is unfolding--especially when they discover that a serial killer is on the loose.",Horror/|Comedy,HORROR,R,https://www.rottentomatoes.com/m/get_away
barbarian_2022,Barbarian,"Traveling to Detroit for a job interview, a young woman books a rental home. But when she arrives late at night, she discovers that the house is double booked and a strange man is already staying there. Against her better judgement, she decides to spend the evening, but soon discovers that there's a lot more to fear than just an unexpected house guest.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/barbarian_2022
when_evil_lurks,When Evil Lurks,"When brothers Pedro (Ezequiel Rodríguez) and Jimmy (Demián Salomón) discover that a demonic infection has been festering in a nearby farmhouse -- its very proximity poisoning the local livestock -- they attempt to evict the victim from their land. Failing to adhere to the proper rites of exorcism, their reckless actions inadvertently trigger an epidemic of possessions across their rural community. Now they must outrun an encroaching evil as it corrupts and mutilates everyone it is exposed to, and enlist the aid of a wizened ""cleaner,"" who holds the only tools that can stop this supernatural plague.",Horror,HORROR,"Released Oct 6 2023,",https://www.rottentomatoes.com/m/when_evil_lurks
final_destination,Final Destination,"Alex Browning (Devon Sawa), is embarking on a trip to Paris. Alex experiences a premonition -- he sees the plane explode moments after leaving the ground. Alex insists that everyone get off the plane and 7 people including Alex, are forced to disembark. All watch as the plane actually explodes in a fireball. He and the other survivors have briefly cheated death, but will not be able to evade their fate for very long. One by one, these fugitives from fate fall victim to the grim reaper.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/final_destination
terrifier_3,Terrifier 3,"After surviving Art the Clown's Halloween massacre, Sienna and her brother are struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art the Clown returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",Holiday/|Horror/|Mystery & Thriller,HORROR,"Released Oct 11 2024,",https://www.rottentomatoes.com/m/terrifier_3
maxxxine,MaXXXine,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/maxxxine
things_will_be_different,Things Will Be Different,"When estranged siblings Joseph (Adam David Thompson) and Sidney (Riley Dandy) rendezvous at a local diner after a close-call robbery, they hightail it to an abandoned farmhouse that transports them to a different time in order to escape the law. Their getaway is derailed when an unknown and cryptic metaphysical force emerges and blocks them from returning home. Trapped on the puzzling plot of land, their captor makes it clear that no one can leave until their deadly demands are met. What results from their entrapment not only bends the forces of spacetime--forcing the two to question everything they know about their own reality--but pushes their familial bonds to the breaking point.",Sci-Fi/|Mystery & Thriller/|Horror,HORROR,"Released Oct 4 2024,",https://www.rottentomatoes.com/m/things_will_be_different
the_watchers_2024,The Watchers,"The Watchers follows Mina, a 28-year old artist who gets stranded in an expansive, untouched forest in western Ireland. When Mina finds shelter, she unknowingly becomes trapped alongside three strangers that are watched and stalked by mysterious creatures each night.",Horror/|Mystery & Thriller,HORROR,PG-13,https://www.rottentomatoes.com/m/the_watchers_2024
american_psycho,American Psycho,"In New York City in 1987, a handsome, young urban professional, Patrick Bateman (Christian Bale), lives a second life as a gruesome serial killer by night. The cast is filled by the detective (Willem Dafoe), the fiance (Reese Witherspoon), the mistress (Samantha Mathis), the coworker (Jared Leto), and the secretary (Chloë Sevigny). This is a biting, wry comedy examining the elements that make a man a monster.",Comedy/|Mystery & Thriller/|Horror,HORROR,R,https://www.rottentomatoes.com/m/american_psycho
geralds_game,Gerald's Game,"A woman accidentally kills her husband during a kinky game. Handcuffed to her bed with no hope of rescue, she begins hearing voices and seeing strange visions.",Horror/|Mystery & Thriller,HORROR,TV-MA,https://www.rottentomatoes.com/m/geralds_game
the_devils_bath,The Devil's Bath,"In 1750 Austria, a deeply religious woman named Agnes has just married her beloved, but her mind and heart soon grow heavy as her life becomes a long list of chores and expectations. Day after day, she is increasingly trapped in a murky and lonely path leading to evil thoughts, until the possibility of committing a shocking act of violence seems like the only way out of her inner prison. Giving a voice to the invisible and unheard women of the rural past; THE DEVIL'S BATH is based on historical court records about a shocking, hitherto unexplored chapter of European history.",Horror/|Drama,HORROR,"Released Jun 21 2024,",https://www.rottentomatoes.com/m/the_devils_bath
the_last_voyage_of_the_demeter,The Last Voyage of the Demeter,"Based on a single chilling chapter from Bram Stoker's classic novel Dracula, The Last Voyage of the Demeter tells the terrifying story of the merchant ship Demeter, which was chartered to carry private cargo--fifty unmarked wooden crates--from Carpathia to London. Strange events befall the doomed crew as they attempt to survive the ocean voyage, stalked each night by a merciless presence onboard the ship. When the Demeter finally arrives off the shores of England, it is a charred, derelict wreck. There is no trace of the crew.",Horror,HORROR,R,https://www.rottentomatoes.com/m/the_last_voyage_of_the_demeter
upgrade_2018,Upgrade,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure -- an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility -- skills he uses to seek revenge against the thugs who destroyed his life.",Sci-Fi/|Action/|Horror,HORROR,R,https://www.rottentomatoes.com/m/upgrade_2018
i_know_what_you_did_last_summer,I Know What You Did Last Summer,"A year after running over a fisherman and dumping his body in the water, four friends reconvene when Julie (Jennifer Love Hewitt) receives a frightening letter telling her that their crime was seen. While pursuing who he thinks is responsible for the letter, Barry (Ryan Phillippe) is run over by a man with a meat hook. The bloodletting only increases from there, as the killer with the hook continues to stalk Julie, Helen (Sarah Michelle Gellar) and Ray (Freddie Prinze Jr.).",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/i_know_what_you_did_last_summer
the_parenting,The Parenting,"A hilariously terrifying comedy, THE PARENTING follows young couple Rohan and Josh as they plan a perfect weekend getaway in the country to introduce their parents. As tensions begin to flare between the more traditional Sharon and Frank and the laid-back Liddy and Cliff, the families soon realize that their rental -- managed by eccentric local Brenda -- is haunted by the presence of a 400-year-old poltergeist. When one parent becomes thoroughly possessed, it's up to the young couple and their meddlesome BFF Sara to unite the families and stop the evil entity once and for all.",Horror/|Comedy,HORROR,2025,https://www.rottentomatoes.com/m/the_parenting
life_2017,Life,"Astronauts (Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds) aboard the International Space Station are on the cutting edge of one of the most important discoveries in human history: the first evidence of extraterrestrial life on Mars. As members of the crew conduct their research, the rapidly evolving life-form proves far more intelligent and terrifying than anyone could have imagined.",Sci-Fi/|Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/life_2017
smile_2022,Smile,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter (Sosie Bacon) starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",Horror/|Mystery & Thriller,HORROR,R,https://www.rottentomatoes.com/m/smile_2022
